name,start,end
CORRECT_REJECT_TOKEN,2028.081,2028.381
PostStimSilence,2028.381,2028.481
STIM_268,2028.481,2028.981
REFERENCE,2028.481,2028.981
PreStimSilence,2028.481,2028.581
CORRECT_REJECT_TOKEN,2028.581,2028.881
PostStimSilence,2028.881,2028.981
TAR_812+InfdB+Noise,2028.981,2030.481
TARGET,2028.981,2030.481
PreStimSilence,2028.981,2029.081
MISS_TOKEN,2029.081,2029.381
PostStimSilence,2029.381,2030.481
TRIAL,2042.536,2050.999
BAPHYTRIAL101_FILE1,2042.536,2050.999
MISS_TRIAL,2042.536,2050.999
INVALID_BAPHY_TRIAL,2042.536,2050.999
STIM_1072,2042.536,2043.036
REFERENCE,2042.536,2043.036
PreStimSilence,2042.536,2042.636
CORRECT_REJECT_TOKEN,2042.636,2042.936
PostStimSilence,2042.936,2043.036
STIM_268,2043.036,2043.536
REFERENCE,2043.036,2043.536
PreStimSilence,2043.036,2043.136
CORRECT_REJECT_TOKEN,2043.136,2043.436
PostStimSilence,2043.436,2043.536
TAR_812+InfdB+Noise,2043.536,2045.036
TARGET,2043.536,2045.036
PreStimSilence,2043.536,2043.636
MISS_TOKEN,2043.636,2043.936
PostStimSilence,2043.936,2045.036
LICK,2044.919,2044.919
LICK,2045.19,2045.19
TRIAL,2056.99,2065.457
BAPHYTRIAL102_FILE1,2056.99,2065.457
MISS_TRIAL,2056.99,2065.457
INVALID_BAPHY_TRIAL,2056.99,2065.457
STIM_1072,2056.99,2057.49
REFERENCE,2056.99,2057.49
PreStimSilence,2056.99,2057.09
CORRECT_REJECT_TOKEN,2057.09,2057.39
PostStimSilence,2057.39,2057.49
STIM_268,2057.49,2057.99
REFERENCE,2057.49,2057.99
PreStimSilence,2057.49,2057.59
CORRECT_REJECT_TOKEN,2057.59,2057.89
PostStimSilence,2057.89,2057.99
TAR_812+InfdB+Noise,2057.99,2059.49
TARGET,2057.99,2059.49
PreStimSilence,2057.99,2058.09
MISS_TOKEN,2058.09,2058.39
PostStimSilence,2058.39,2059.49
TRIAL,2539.496,2547.459
BAPHYTRIAL103_FILE1,2539.496,2547.459
CORRECT_REJECT_TRIAL,2539.496,2547.459
INVALID_BAPHY_TRIAL,2539.496,2547.459
STIM_1072,2539.496,2539.996
REFERENCE,2539.496,2539.996
PreStimSilence,2539.496,2539.596
CORRECT_REJECT_TOKEN,2539.596,2539.896
PostStimSilence,2539.896,2539.996
STIM_268,2539.996,2540.496
REFERENCE,2539.996,2540.496
PreStimSilence,2539.996,2540.096
CORRECT_REJECT_TOKEN,2540.096,2540.396
PostStimSilence,2540.396,2540.496
CAT_812+-InfdB+Noise,2540.496,2540.996
CATCH,2540.496,2540.996
PreStimSilence,2540.496,2540.596
CORRECT_REJECT_TOKEN,2540.596,2540.896
PostStimSilence,2540.896,2540.996
REM_812+InfdB+Noise+reminder,2540.996,2542.496
TARGET,2540.996,2542.496
PreStimSilence,2540.996,2541.096
HIT_TOKEN,2541.096,2541.396
PostStimSilence,2541.396,2542.496
LICK,2541.613,2541.613
LICK,2541.844,2541.844
LICK,2542.011,2542.011
LICK,2542.243,2542.243
LICK,2542.413,2542.413
LICK,2542.609,2542.609
LICK,2542.839,2542.839
LICK,2543.062,2543.062
LICK,2543.266,2543.266
LICK,2543.55,2543.55
LICK,2543.835,2543.835
LICK,2544.084,2544.084
TRIAL,2557.057,2564.517
BAPHYTRIAL104_FILE1,2557.057,2564.517
EARLY_TRIAL,2557.057,2564.517
INVALID_BAPHY_TRIAL,2557.057,2564.517
STIM_536,2557.057,2557.557
REFERENCE,2557.057,2557.557
PreStimSilence,2557.057,2557.157
FALSE_ALARM_TOKEN,2557.157,2557.457
PostStimSilence,2557.457,2557.557
TAR_812+InfdB+Noise,2557.557,2558.057
TARGET,2557.557,2558.057
PreStimSilence,2557.557,2557.657
EARLY_TOKEN,2557.657,2557.957
LICK,2557.741,2557.741
PostStimSilence,2557.957,2558.057
LICK,2558.009,2558.009
STIM_1072,2558.057,2559.557
REFERENCE,2558.057,2559.557
PreStimSilence,2558.057,2558.157
LICK,2558.243,2558.243
LICK,2558.442,2558.442
PostStimSilence,2558.457,2559.557
LICK,2558.708,2558.708
LICK,2558.879,2558.879
LICK,2559.108,2559.108
LICK,2559.294,2559.294
LICK,2559.606,2559.606
LICK,2559.876,2559.876
LICK,2560.173,2560.173
LICK,2560.478,2560.478
LICK,2562.315,2562.315
TRIAL,2570.432,2578.01
BAPHYTRIAL105_FILE1,2570.432,2578.01
EARLY_TRIAL,2570.432,2578.01
INVALID_BAPHY_TRIAL,2570.432,2578.01
STIM_812,2570.432,2570.932
REFERENCE,2570.432,2570.932
PreStimSilence,2570.432,2570.532
CORRECT_REJECT_TOKEN,2570.532,2570.832
PostStimSilence,2570.832,2570.932
STIM_1866,2570.932,2571.432
REFERENCE,2570.932,2571.432
PreStimSilence,2570.932,2571.032
FALSE_ALARM_TOKEN,2571.032,2571.332
PostStimSilence,2571.332,2571.432
TAR_812+InfdB+Noise,2571.432,2572.932
TARGET,2571.432,2572.932
PreStimSilence,2571.432,2571.532
EARLY_TOKEN,2571.532,2571.832
LICK,2571.605,2571.605
PostStimSilence,2571.832,2572.932
LICK,2571.853,2571.853
LICK,2572.12,2572.12
LICK,2572.355,2572.355
LICK,2572.589,2572.589
LICK,2572.819,2572.819
LICK,2573.022,2573.022
LICK,2573.223,2573.223
LICK,2573.906,2573.906
LICK,2575.578,2575.578
TRIAL,2586.999,2594.479
BAPHYTRIAL106_FILE1,2586.999,2594.479
EARLY_TRIAL,2586.999,2594.479
INVALID_BAPHY_TRIAL,2586.999,2594.479
STIM_268,2586.999,2587.499
REFERENCE,2586.999,2587.499
PreStimSilence,2586.999,2587.099
CORRECT_REJECT_TOKEN,2587.099,2587.399
PostStimSilence,2587.399,2587.499
STIM_1231,2587.499,2587.999
REFERENCE,2587.499,2587.999
PreStimSilence,2587.499,2587.599
FALSE_ALARM_TOKEN,2587.599,2587.899
PostStimSilence,2587.899,2587.999
TAR_812+InfdB+Noise,2587.999,2589.499
TARGET,2587.999,2589.499
PreStimSilence,2587.999,2588.099
EARLY_TOKEN,2588.099,2588.399
LICK,2588.17,2588.17
PostStimSilence,2588.399,2589.499
LICK,2588.44,2588.44
LICK,2588.691,2588.691
LICK,2588.908,2588.908
LICK,2589.138,2589.138
LICK,2589.323,2589.323
LICK,2589.539,2589.539
LICK,2589.739,2589.739
LICK,2590.138,2590.138
LICK,2590.323,2590.323
LICK,2591.272,2591.272
LICK,2592.094,2592.094
TRIAL,2600.18,2607.639
BAPHYTRIAL107_FILE1,2600.18,2607.639
HIT_TRIAL,2600.18,2607.639
STIM_268,2600.18,2600.68
REFERENCE,2600.18,2600.68
PreStimSilence,2600.18,2600.28
CORRECT_REJECT_TOKEN,2600.28,2600.58
PostStimSilence,2600.58,2600.68
STIM_1231,2600.68,2601.18
REFERENCE,2600.68,2601.18
PreStimSilence,2600.68,2600.78
CORRECT_REJECT_TOKEN,2600.78,2601.08
PostStimSilence,2601.08,2601.18
TAR_812+0dB+Noise,2601.18,2602.68
TARGET,2601.18,2602.68
PreStimSilence,2601.18,2601.28
HIT_TOKEN,2601.28,2601.58
PostStimSilence,2601.58,2602.68
LICK,2601.697,2601.697
LICK,2601.959,2601.959
LICK,2602.193,2602.193
LICK,2602.412,2602.412
LICK,2602.614,2602.614
LICK,2602.814,2602.814
LICK,2603.012,2603.012
LICK,2603.328,2603.328
LICK,2603.528,2603.528
LICK,2603.863,2603.863
LICK,2604.162,2604.162
LICK,2605.767,2605.767
LICK,2606.682,2606.682
LICK,2607.563,2607.563
TRIAL,2613.342,2619.216
BAPHYTRIAL108_FILE1,2613.342,2619.216
FALSE_ALARM_TRIAL,2613.342,2619.216
STIM_707,2613.342,2613.842
REFERENCE,2613.342,2613.842
PreStimSilence,2613.342,2613.442
FALSE_ALARM_TOKEN,2613.442,2613.742
PostStimSilence,2613.742,2613.842
STIM_1625,2613.842,2614.342
REFERENCE,2613.842,2614.342
PreStimSilence,2613.842,2613.942
FALSE_ALARM_TOKEN,2613.942,2614.242
LICK,2614.054,2614.054
PostStimSilence,2614.242,2614.342
LICK,2614.321,2614.321
TRIAL,2624.951,2631.925
BAPHYTRIAL109_FILE1,2624.951,2631.925
HIT_TRIAL,2624.951,2631.925
INVALID_BAPHY_TRIAL,2624.951,2631.925
STIM_616,2624.951,2625.451
REFERENCE,2624.951,2625.451
PreStimSilence,2624.951,2625.051
CORRECT_REJECT_TOKEN,2625.051,2625.351
PostStimSilence,2625.351,2625.451
TAR_812+0dB+Noise,2625.451,2626.951
TARGET,2625.451,2626.951
PreStimSilence,2625.451,2625.551
HIT_TOKEN,2625.551,2625.851
PostStimSilence,2625.851,2626.951
LICK,2626.134,2626.134
LICK,2626.377,2626.377
LICK,2626.607,2626.607
LICK,2626.808,2626.808
LICK,2627.043,2627.043
LICK,2627.225,2627.225
LICK,2627.439,2627.439
LICK,2627.639,2627.639
LICK,2628.228,2628.228
TRIAL,2637.424,2644.384
BAPHYTRIAL110_FILE1,2637.424,2644.384
HIT_TRIAL,2637.424,2644.384
STIM_467,2637.424,2637.924
REFERENCE,2637.424,2637.924
PreStimSilence,2637.424,2637.524
CORRECT_REJECT_TOKEN,2637.524,2637.824
PostStimSilence,2637.824,2637.924
TAR_812+0dB+Noise,2637.924,2639.424
TARGET,2637.924,2639.424
PreStimSilence,2637.924,2638.024
HIT_TOKEN,2638.024,2638.324
PostStimSilence,2638.324,2639.424
LICK,2638.443,2638.443
LICK,2638.674,2638.674
LICK,2638.924,2638.924
LICK,2639.174,2639.174
LICK,2639.372,2639.372
LICK,2639.476,2639.476
LICK,2639.773,2639.773
LICK,2640.024,2640.024
LICK,2640.613,2640.613
TRIAL,2650.633,2656.642
BAPHYTRIAL111_FILE1,2650.633,2656.642
FALSE_ALARM_TRIAL,2650.633,2656.642
STIM_812,2650.633,2651.133
REFERENCE,2650.633,2651.133
PreStimSilence,2650.633,2650.733
FALSE_ALARM_TOKEN,2650.733,2651.033
PostStimSilence,2651.033,2651.133
STIM_1866,2651.133,2651.633
REFERENCE,2651.133,2651.633
PreStimSilence,2651.133,2651.233
FALSE_ALARM_TOKEN,2651.233,2651.533
LICK,2651.449,2651.449
PostStimSilence,2651.533,2651.633
TRIAL,2662.794,2670.272
BAPHYTRIAL112_FILE1,2662.794,2670.272
HIT_TRIAL,2662.794,2670.272
INVALID_BAPHY_TRIAL,2662.794,2670.272
STIM_308,2662.794,2663.294
REFERENCE,2662.794,2663.294
PreStimSilence,2662.794,2662.894
CORRECT_REJECT_TOKEN,2662.894,2663.194
PostStimSilence,2663.194,2663.294
STIM_406,2663.294,2663.794
REFERENCE,2663.294,2663.794
PreStimSilence,2663.294,2663.394
CORRECT_REJECT_TOKEN,2663.394,2663.694
PostStimSilence,2663.694,2663.794
TAR_812+InfdB+Noise,2663.794,2665.294
TARGET,2663.794,2665.294
PreStimSilence,2663.794,2663.894
HIT_TOKEN,2663.894,2664.194
PostStimSilence,2664.194,2665.294
LICK,2664.412,2664.412
LICK,2664.678,2664.678
LICK,2664.91,2664.91
LICK,2665.11,2665.11
LICK,2665.345,2665.345
LICK,2665.447,2665.447
LICK,2665.544,2665.544
LICK,2665.761,2665.761
LICK,2666.013,2666.013
LICK,2666.95,2666.95
LICK,2669.266,2669.266
TRIAL,2676.88,2684.338
BAPHYTRIAL113_FILE1,2676.88,2684.338
HIT_TRIAL,2676.88,2684.338
STIM_536,2676.88,2677.38
REFERENCE,2676.88,2677.38
PreStimSilence,2676.88,2676.98
CORRECT_REJECT_TOKEN,2676.98,2677.28
PostStimSilence,2677.28,2677.38
TAR_812+InfdB+Noise,2677.38,2677.88
TARGET,2677.38,2677.88
PreStimSilence,2677.38,2677.48
HIT_TOKEN,2677.48,2677.78
PostStimSilence,2677.78,2677.88
STIM_1072,2677.88,2679.38
REFERENCE,2677.88,2679.38
PreStimSilence,2677.88,2677.98
LICK,2677.952,2677.952
LICK,2678.224,2678.224
PostStimSilence,2678.28,2679.38
LICK,2678.673,2678.673
LICK,2678.891,2678.891
LICK,2679.124,2679.124
LICK,2679.287,2679.287
LICK,2679.573,2679.573
LICK,2679.821,2679.821
LICK,2680.373,2680.373
TRIAL,2691.319,2697.605
BAPHYTRIAL114_FILE1,2691.319,2697.605
FALSE_ALARM_TRIAL,2691.319,2697.605
STIM_933,2691.319,2691.819
REFERENCE,2691.319,2691.819
PreStimSilence,2691.319,2691.419
CORRECT_REJECT_TOKEN,2691.419,2691.719
PostStimSilence,2691.719,2691.819
STIM_1414,2691.819,2692.319
REFERENCE,2691.819,2692.319
PreStimSilence,2691.819,2691.919
FALSE_ALARM_TOKEN,2691.919,2692.219
PostStimSilence,2692.219,2692.319
STIM_354,2692.319,2692.819
REFERENCE,2692.319,2692.819
PreStimSilence,2692.319,2692.419
FALSE_ALARM_TOKEN,2692.419,2692.719
LICK,2692.534,2692.534
PostStimSilence,2692.719,2692.819
LICK,2692.754,2692.754
TRIAL,2704.423,2712.38
BAPHYTRIAL115_FILE1,2704.423,2712.38
HIT_TRIAL,2704.423,2712.38
INVALID_BAPHY_TRIAL,2704.423,2712.38
STIM_933,2704.423,2704.923
REFERENCE,2704.423,2704.923
PreStimSilence,2704.423,2704.523
CORRECT_REJECT_TOKEN,2704.523,2704.823
PostStimSilence,2704.823,2704.923
STIM_1414,2704.923,2705.423
REFERENCE,2704.923,2705.423
PreStimSilence,2704.923,2705.023
CORRECT_REJECT_TOKEN,2705.023,2705.323
PostStimSilence,2705.323,2705.423
STIM_354,2705.423,2705.923
REFERENCE,2705.423,2705.923
PreStimSilence,2705.423,2705.523
CORRECT_REJECT_TOKEN,2705.523,2705.823
PostStimSilence,2705.823,2705.923
TAR_812+InfdB+Noise,2705.923,2707.423
TARGET,2705.923,2707.423
PreStimSilence,2705.923,2706.023
HIT_TOKEN,2706.023,2706.323
PostStimSilence,2706.323,2707.423
LICK,2706.522,2706.522
LICK,2706.8,2706.8
LICK,2707.038,2707.038
LICK,2707.237,2707.237
LICK,2707.343,2707.343
LICK,2707.432,2707.432
LICK,2707.671,2707.671
LICK,2707.836,2707.836
LICK,2708.429,2708.429
LICK,2708.722,2708.722
LICK,2711.492,2711.492
TRIAL,2718.18,2725.638
BAPHYTRIAL116_FILE1,2718.18,2725.638
HIT_TRIAL,2718.18,2725.638
STIM_812,2718.18,2718.68
REFERENCE,2718.18,2718.68
PreStimSilence,2718.18,2718.28
CORRECT_REJECT_TOKEN,2718.28,2718.58
PostStimSilence,2718.58,2718.68
STIM_1866,2718.68,2719.18
REFERENCE,2718.68,2719.18
PreStimSilence,2718.68,2718.78
CORRECT_REJECT_TOKEN,2718.78,2719.08
PostStimSilence,2719.08,2719.18
TAR_812+InfdB+Noise,2719.18,2720.68
TARGET,2719.18,2720.68
PreStimSilence,2719.18,2719.28
HIT_TOKEN,2719.28,2719.58
PostStimSilence,2719.58,2720.68
LICK,2719.726,2719.726
LICK,2719.966,2719.966
LICK,2720.218,2720.218
LICK,2720.415,2720.415
LICK,2720.619,2720.619
LICK,2720.839,2720.839
LICK,2721.08,2721.08
LICK,2721.363,2721.363
LICK,2725.386,2725.386
TRIAL,2731.377,2738.837
BAPHYTRIAL117_FILE1,2731.377,2738.837
HIT_TRIAL,2731.377,2738.837
STIM_707,2731.377,2731.877
REFERENCE,2731.377,2731.877
PreStimSilence,2731.377,2731.477
CORRECT_REJECT_TOKEN,2731.477,2731.777
PostStimSilence,2731.777,2731.877
STIM_1625,2731.877,2732.377
REFERENCE,2731.877,2732.377
PreStimSilence,2731.877,2731.977
CORRECT_REJECT_TOKEN,2731.977,2732.277
PostStimSilence,2732.277,2732.377
TAR_812+0dB+Noise,2732.377,2733.877
TARGET,2732.377,2733.877
PreStimSilence,2732.377,2732.477
HIT_TOKEN,2732.477,2732.777
PostStimSilence,2732.777,2733.877
LICK,2733.029,2733.029
LICK,2733.259,2733.259
LICK,2733.705,2733.705
LICK,2734.13,2734.13
LICK,2734.361,2734.361
LICK,2734.527,2734.527
LICK,2735.682,2735.682
TRIAL,2749.309,2757.268
BAPHYTRIAL118_FILE1,2749.309,2757.268
HIT_TRIAL,2749.309,2757.268
STIM_406,2749.309,2749.809
REFERENCE,2749.309,2749.809
PreStimSilence,2749.309,2749.409
CORRECT_REJECT_TOKEN,2749.409,2749.709
PostStimSilence,2749.709,2749.809
STIM_268,2749.809,2750.309
REFERENCE,2749.809,2750.309
PreStimSilence,2749.809,2749.909
FALSE_ALARM_TOKEN,2749.909,2750.209
PostStimSilence,2750.209,2750.309
TAR_812+0dB+Noise,2750.309,2750.809
TARGET,2750.309,2750.809
PreStimSilence,2750.309,2750.409
HIT_TOKEN,2750.409,2750.709
LICK,2750.694,2750.694
PostStimSilence,2750.709,2750.809
STIM_354,2750.809,2752.309
REFERENCE,2750.809,2752.309
PreStimSilence,2750.809,2750.909
LICK,2750.955,2750.955
LICK,2751.162,2751.162
PostStimSilence,2751.209,2752.309
LICK,2751.362,2751.362
LICK,2751.596,2751.596
LICK,2751.745,2751.745
LICK,2751.993,2751.993
LICK,2752.257,2752.257
LICK,2752.495,2752.495
LICK,2753.128,2753.128
LICK,2755.029,2755.029
TRIAL,2763.307,2769.469
BAPHYTRIAL119_FILE1,2763.307,2769.469
FALSE_ALARM_TRIAL,2763.307,2769.469
STIM_1866,2763.307,2763.807
REFERENCE,2763.307,2763.807
PreStimSilence,2763.307,2763.407
CORRECT_REJECT_TOKEN,2763.407,2763.707
PostStimSilence,2763.707,2763.807
STIM_1625,2763.807,2764.307
REFERENCE,2763.807,2764.307
PreStimSilence,2763.807,2763.907
FALSE_ALARM_TOKEN,2763.907,2764.207
PostStimSilence,2764.207,2764.307
CAT_812+-InfdB+Noise,2764.307,2764.807
CATCH,2764.307,2764.807
PreStimSilence,2764.307,2764.407
LICK,2764.347,2764.347
LICK,2764.618,2764.618
PostStimSilence,2764.707,2764.807
TRIAL,2775.309,2782.767
BAPHYTRIAL120_FILE1,2775.309,2782.767
HIT_TRIAL,2775.309,2782.767
INVALID_BAPHY_TRIAL,2775.309,2782.767
STIM_536,2775.309,2775.809
REFERENCE,2775.309,2775.809
PreStimSilence,2775.309,2775.409
FALSE_ALARM_TOKEN,2775.409,2775.709
PostStimSilence,2775.709,2775.809
TAR_812+InfdB+Noise,2775.809,2776.309
TARGET,2775.809,2776.309
PreStimSilence,2775.809,2775.909
HIT_TOKEN,2775.909,2776.209
LICK,2776.161,2776.161
PostStimSilence,2776.209,2776.309
STIM_812,2776.309,2777.809
REFERENCE,2776.309,2777.809
PreStimSilence,2776.309,2776.409
LICK,2776.409,2776.409
LICK,2776.611,2776.611
PostStimSilence,2776.709,2777.809
LICK,2776.862,2776.862
LICK,2777.059,2777.059
LICK,2777.257,2777.257
LICK,2777.458,2777.458
LICK,2777.724,2777.724
LICK,2778.095,2778.095
LICK,2778.361,2778.361
TRIAL,2793.389,2799.49
BAPHYTRIAL121_FILE1,2793.389,2799.49
FALSE_ALARM_TRIAL,2793.389,2799.49
STIM_1866,2793.389,2793.889
REFERENCE,2793.389,2793.889
PreStimSilence,2793.389,2793.489
CORRECT_REJECT_TOKEN,2793.489,2793.789
PostStimSilence,2793.789,2793.889
STIM_1625,2793.889,2794.389
REFERENCE,2793.889,2794.389
PreStimSilence,2793.889,2793.989
FALSE_ALARM_TOKEN,2793.989,2794.289
PostStimSilence,2794.289,2794.389
LICK,2794.391,2794.391
TRIAL,2804.95,2811.909
BAPHYTRIAL122_FILE1,2804.95,2811.909
HIT_TRIAL,2804.95,2811.909
INVALID_BAPHY_TRIAL,2804.95,2811.909
STIM_467,2804.95,2805.45
REFERENCE,2804.95,2805.45
PreStimSilence,2804.95,2805.05
CORRECT_REJECT_TOKEN,2805.05,2805.35
PostStimSilence,2805.35,2805.45
TAR_812+InfdB+Noise,2805.45,2806.95
TARGET,2805.45,2806.95
PreStimSilence,2805.45,2805.55
HIT_TOKEN,2805.55,2805.85
PostStimSilence,2805.85,2806.95
LICK,2806.197,2806.197
LICK,2806.434,2806.434
LICK,2806.666,2806.666
LICK,2806.866,2806.866
LICK,2807.102,2807.102
LICK,2807.299,2807.299
LICK,2807.532,2807.532
LICK,2807.764,2807.764
LICK,2808.354,2808.354
TRIAL,2818.072,2824.744
BAPHYTRIAL123_FILE1,2818.072,2824.744
INCORRECT_HIT_TRIAL,2818.072,2824.744
STIM_1072,2818.072,2818.572
REFERENCE,2818.072,2818.572
PreStimSilence,2818.072,2818.172
CORRECT_REJECT_TOKEN,2818.172,2818.472
PostStimSilence,2818.472,2818.572
STIM_707,2818.572,2819.072
REFERENCE,2818.572,2819.072
PreStimSilence,2818.572,2818.672
CORRECT_REJECT_TOKEN,2818.672,2818.972
PostStimSilence,2818.972,2819.072
CAT_812+-InfdB+Noise,2819.072,2819.572
CATCH,2819.072,2819.572
PreStimSilence,2819.072,2819.172
INCORRECT_HIT_TOKEN,2819.172,2819.472
PostStimSilence,2819.472,2819.572
REM_812+InfdB+Noise+reminder,2819.572,2821.072
TARGET,2819.572,2821.072
PreStimSilence,2819.572,2819.672
LICK,2819.641,2819.641
LICK,2819.895,2819.895
PostStimSilence,2819.972,2821.072
TRIAL,2831.674,2839.653
BAPHYTRIAL124_FILE1,2831.674,2839.653
INCORRECT_HIT_TRIAL,2831.674,2839.653
INVALID_BAPHY_TRIAL,2831.674,2839.653
STIM_1072,2831.674,2832.174
REFERENCE,2831.674,2832.174
PreStimSilence,2831.674,2831.774
CORRECT_REJECT_TOKEN,2831.774,2832.074
PostStimSilence,2832.074,2832.174
STIM_707,2832.174,2832.674
REFERENCE,2832.174,2832.674
PreStimSilence,2832.174,2832.274
CORRECT_REJECT_TOKEN,2832.274,2832.574
PostStimSilence,2832.574,2832.674
CAT_812+-InfdB+Noise,2832.674,2833.174
CATCH,2832.674,2833.174
PreStimSilence,2832.674,2832.774
INCORRECT_HIT_TOKEN,2832.774,2833.074
PostStimSilence,2833.074,2833.174
REM_812+InfdB+Noise+reminder,2833.174,2834.674
TARGET,2833.174,2834.674
PreStimSilence,2833.174,2833.274
HIT_TOKEN,2833.274,2833.574
LICK,2833.531,2833.531
PostStimSilence,2833.574,2834.674
LICK,2833.763,2833.763
LICK,2833.975,2833.975
LICK,2834.229,2834.229
LICK,2834.464,2834.464
LICK,2834.693,2834.693
LICK,2834.911,2834.911
LICK,2835.161,2835.161
LICK,2835.712,2835.712
TRIAL,2845.974,2852.401
BAPHYTRIAL125_FILE1,2845.974,2852.401
INCORRECT_HIT_TRIAL,2845.974,2852.401
INVALID_BAPHY_TRIAL,2845.974,2852.401
STIM_1072,2845.974,2846.474
REFERENCE,2845.974,2846.474
PreStimSilence,2845.974,2846.074
CORRECT_REJECT_TOKEN,2846.074,2846.374
PostStimSilence,2846.374,2846.474
STIM_707,2846.474,2846.974
REFERENCE,2846.474,2846.974
PreStimSilence,2846.474,2846.574
FALSE_ALARM_TOKEN,2846.574,2846.874
PostStimSilence,2846.874,2846.974
CAT_812+-InfdB+Noise,2846.974,2847.474
CATCH,2846.974,2847.474
PreStimSilence,2846.974,2847.074
INCORRECT_HIT_TOKEN,2847.074,2847.374
LICK,2847.209,2847.209
PostStimSilence,2847.374,2847.474
LICK,2847.457,2847.457
TRIAL,2858.838,2864.814
BAPHYTRIAL126_FILE1,2858.838,2864.814
FALSE_ALARM_TRIAL,2858.838,2864.814
INVALID_BAPHY_TRIAL,2858.838,2864.814
STIM_1072,2858.838,2859.338
REFERENCE,2858.838,2859.338
PreStimSilence,2858.838,2858.938
FALSE_ALARM_TOKEN,2858.938,2859.238
PostStimSilence,2859.238,2859.338
STIM_707,2859.338,2859.838
REFERENCE,2859.338,2859.838
PreStimSilence,2859.338,2859.438
FALSE_ALARM_TOKEN,2859.438,2859.738
LICK,2859.716,2859.716
PostStimSilence,2859.738,2859.838
TRIAL,2871.019,2877.691
BAPHYTRIAL127_FILE1,2871.019,2877.691
INCORRECT_HIT_TRIAL,2871.019,2877.691
INVALID_BAPHY_TRIAL,2871.019,2877.691
STIM_1072,2871.019,2871.519
REFERENCE,2871.019,2871.519
PreStimSilence,2871.019,2871.119
CORRECT_REJECT_TOKEN,2871.119,2871.419
PostStimSilence,2871.419,2871.519
STIM_707,2871.519,2872.019
REFERENCE,2871.519,2872.019
PreStimSilence,2871.519,2871.619
CORRECT_REJECT_TOKEN,2871.619,2871.919
PostStimSilence,2871.919,2872.019
CAT_812+-InfdB+Noise,2872.019,2872.519
CATCH,2872.019,2872.519
PreStimSilence,2872.019,2872.119
INCORRECT_HIT_TOKEN,2872.119,2872.419
PostStimSilence,2872.419,2872.519
REM_812+InfdB+Noise+reminder,2872.519,2874.019
TARGET,2872.519,2874.019
PreStimSilence,2872.519,2872.619
LICK,2872.605,2872.605
LICK,2872.86,2872.86
PostStimSilence,2872.919,2874.019
TRIAL,2885.117,2891.278
BAPHYTRIAL128_FILE1,2885.117,2891.278
FALSE_ALARM_TRIAL,2885.117,2891.278
INVALID_BAPHY_TRIAL,2885.117,2891.278
STIM_1072,2885.117,2885.617
REFERENCE,2885.117,2885.617
PreStimSilence,2885.117,2885.217
FALSE_ALARM_TOKEN,2885.217,2885.517
PostStimSilence,2885.517,2885.617
STIM_707,2885.617,2886.117
REFERENCE,2885.617,2886.117
PreStimSilence,2885.617,2885.717
FALSE_ALARM_TOKEN,2885.717,2886.017
PostStimSilence,2886.017,2886.117
LICK,2886.032,2886.032
TRIAL,2897.748,2905.759
BAPHYTRIAL129_FILE1,2897.748,2905.759
CORRECT_REJECT_TRIAL,2897.748,2905.759
INVALID_BAPHY_TRIAL,2897.748,2905.759
STIM_1072,2897.748,2898.248
REFERENCE,2897.748,2898.248
PreStimSilence,2897.748,2897.848
CORRECT_REJECT_TOKEN,2897.848,2898.148
PostStimSilence,2898.148,2898.248
STIM_707,2898.248,2898.748
REFERENCE,2898.248,2898.748
PreStimSilence,2898.248,2898.348
CORRECT_REJECT_TOKEN,2898.348,2898.648
PostStimSilence,2898.648,2898.748
CAT_812+-InfdB+Noise,2898.748,2899.248
CATCH,2898.748,2899.248
PreStimSilence,2898.748,2898.848
CORRECT_REJECT_TOKEN,2898.848,2899.148
PostStimSilence,2899.148,2899.248
REM_812+InfdB+Noise+reminder,2899.248,2900.748
TARGET,2899.248,2900.748
PreStimSilence,2899.248,2899.348
HIT_TOKEN,2899.348,2899.648
PostStimSilence,2899.648,2900.748
LICK,2899.917,2899.917
LICK,2900.164,2900.164
LICK,2900.401,2900.401
LICK,2900.633,2900.633
LICK,2900.851,2900.851
LICK,2901.016,2901.016
LICK,2901.251,2901.251
LICK,2901.434,2901.434
LICK,2901.732,2901.732
LICK,2902.051,2902.051
LICK,2902.704,2902.704
LICK,2903.573,2903.573
LICK,2904.693,2904.693
TRIAL,2911.209,2918.167
BAPHYTRIAL130_FILE1,2911.209,2918.167
HIT_TRIAL,2911.209,2918.167
STIM_1231,2911.209,2911.709
REFERENCE,2911.209,2911.709
PreStimSilence,2911.209,2911.309
CORRECT_REJECT_TOKEN,2911.309,2911.609
PostStimSilence,2911.609,2911.709
TAR_812+InfdB+Noise,2911.709,2913.209
TARGET,2911.709,2913.209
PreStimSilence,2911.709,2911.809
HIT_TOKEN,2911.809,2912.109
PostStimSilence,2912.109,2913.209
LICK,2912.389,2912.389
LICK,2912.656,2912.656
LICK,2912.891,2912.891
LICK,2913.09,2913.09
LICK,2913.291,2913.291
LICK,2913.489,2913.489
LICK,2913.727,2913.727
LICK,2913.952,2913.952
LICK,2914.493,2914.493
LICK,2914.895,2914.895
TRIAL,2924.247,2930.435
BAPHYTRIAL131_FILE1,2924.247,2930.435
FALSE_ALARM_TRIAL,2924.247,2930.435
STIM_1866,2924.247,2924.747
